DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,DAYS PRESENT,DAYS ABSENT,TOTAL DAYS,% PRESENT,AVERAGE DAILY ATTENDANCE,AVERAGE DAILY MEMBERSHIP,SUMMER DAYS PRESENT ,SUMMER DAYS ABSENT ,TOTAL SUMMER DAYS ,% SUMMER DAYS PRESENT
13,MIAMI-DADE,4421,PINECREST ELEMENTARY SCHOOL,"175,841","5,693","181,534",96.9%,977,"1,009",0,0,0,
13,MIAMI-DADE,4441,PINE LAKE ELEMENTARY SCHOOL,"69,256","4,986","74,242",93.3%,385,412,0,0,0,
13,MIAMI-DADE,4461,PINE VILLA ELEMENTARY SCHOOL,"65,175","6,881","72,056",90.5%,362,400,180,257,437,41.2%
13,MIAMI-DADE,4491,HENRY E.S. REEVES ELEMENTARY SCHOOL,"91,652","5,815","97,467",94.0%,509,541,0,0,0,
13,MIAMI-DADE,4501,POINCIANA PARK ELEMENTARY SCHOOL,"49,981","6,224","56,205",88.9%,278,312,0,0,0,
13,MIAMI-DADE,4511,DR. GILBERT L. PORTER ELEMENTARY SCHOOL,"117,434","5,927","123,361",95.2%,652,685,0,0,0,
13,MIAMI-DADE,4541,RAINBOW PARK ELEMENTARY SCHOOL,"50,649","2,980","53,629",94.4%,281,298,0,0,0,
13,MIAMI-DADE,4581,REDLAND ELEMENTARY SCHOOL,"129,389","8,361","137,750",93.9%,719,765,0,0,0,
13,MIAMI-DADE,4611,REDONDO ELEMENTARY SCHOOL,"105,240","5,848","111,088",94.7%,585,617,0,0,0,
13,MIAMI-DADE,4651,ETHEL F. BECKFORD/RICHMOND PRIMARY LEARNING CENTER,"2,082",270,"2,352",88.5%,12,13,0,0,0,
13,MIAMI-DADE,4681,RIVERSIDE ELEMENTARY COMMUNITY SCHOOL,"200,555","13,845","214,400",93.5%,"1,114","1,191",0,0,0,
13,MIAMI-DADE,4691,JANE S. ROBERTS K-8 CENTER,"139,515","6,074","145,589",95.8%,775,809,0,0,0,
13,MIAMI-DADE,4721,ROCKWAY ELEMENTARY SCHOOL,"76,287","3,540","79,827",95.6%,424,443,0,0,0,
13,MIAMI-DADE,4741,ROYAL GREEN ELEMENTARY SCHOOL,"81,306","2,939","84,245",96.5%,452,468,0,0,0,
13,MIAMI-DADE,4761,ROYAL PALM ELEMENTARY SCHOOL,"92,106","4,386","96,492",95.5%,512,536,0,0,0,
13,MIAMI-DADE,4801,GERTRUDE K. EDELMAN/SABAL PALM,"106,563","4,829","111,392",95.7%,592,619,0,0,0,
13,MIAMI-DADE,4841,SANTA CLARA ELEMENTARY SCHOOL,"107,353","7,018","114,371",93.9%,596,635,"2,711",434,"3,145",86.2%
13,MIAMI-DADE,4881,SCOTT LAKE ELEMENTARY SCHOOL,"76,706","3,858","80,564",95.2%,426,448,0,0,0,
13,MIAMI-DADE,4921,SEMINOLE ELEMENTARY SCHOOL,"97,471","4,548","102,019",95.5%,542,567,0,0,0,
13,MIAMI-DADE,4961,SHADOWLAWN ELEMENTARY SCHOOL,"37,275","2,078","39,353",94.7%,207,219,0,0,0,
13,MIAMI-DADE,5001,SHENANDOAH ELEMENTARY SCHOOL,"148,259","7,717","155,976",95.1%,824,867,0,0,0,
13,MIAMI-DADE,5002,SOMERSET PREPARATORY ACADEMY SUNSET,"55,545","2,555","58,100",95.6%,309,323,0,0,0,
13,MIAMI-DADE,5003,SOUTH DADE MIDDLE SCHOOL,"218,672","14,012","232,684",94.0%,"1,215","1,293",0,0,0,
13,MIAMI-DADE,5004,PINECREST NORTH PREPARATORY (FONTAINEBLEAU CAMPUS),"13,501",695,"14,196",95.1%,75,79,0,0,0,
13,MIAMI-DADE,5005,DAVID LAWRENCE JR. K-8 CENTER,"252,282","12,111","264,393",95.4%,"1,402","1,469","2,188",495,"2,683",81.6%
13,MIAMI-DADE,5006,EVERGLADES PREPARATORY ACADEMY,"80,453","5,259","85,712",93.9%,447,476,0,0,0,
13,MIAMI-DADE,5007,LINCOLN-MARTI CHARTER SCHOOL HIALEAH CAMPUS,"49,140","5,927","55,067",89.2%,273,306,137,80,217,63.1%
13,MIAMI-DADE,5008,SOMERSET GABLES ACADEMY,"81,277","3,026","84,303",96.4%,452,468,0,0,0,
13,MIAMI-DADE,5015,SOMERSET PALMS ACADEMY,"17,351",665,"18,016",96.3%,96,100,0,0,0,
13,MIAMI-DADE,5020,BRIDGEPREP ACADEMY INTERAMERICAN CAMPUS,"27,177","1,495","28,672",94.8%,151,159,0,0,0,
13,MIAMI-DADE,5021,BEN SHEPPARD ELEMENTARY SCHOOL,"160,859","9,055","169,914",94.7%,894,944,0,0,0,
13,MIAMI-DADE,5022,BEN GAMLA CHARTER SCHOOL,"43,003","2,245","45,248",95.0%,239,251,0,0,0,
13,MIAMI-DADE,5025,LINCOLN-MARTI CHARTER SCHOOL LITTLE HAVANA CAMPUS,"130,126","9,167","139,293",93.4%,723,774,288,139,427,67.4%
13,MIAMI-DADE,5029,EXCELSIOR LANGUAGE ACADEMY OF HIALEAH,"35,313","2,654","37,967",93.0%,196,211,0,0,0,
13,MIAMI-DADE,5032,EXCELSIOR CHARTER ACADEMY,"76,181","4,851","81,032",94.0%,423,450,0,0,0,
13,MIAMI-DADE,5041,SILVER BLUFF ELEMENTARY SCHOOL,"77,736","5,308","83,044",93.6%,432,461,"1,240",159,"1,399",88.6%
13,MIAMI-DADE,5043,LINCOLN-MARTI SCHOOLS INTERNATIONAL CAMPUS,"53,940","3,101","57,041",94.6%,300,317,179,87,266,67.3%
13,MIAMI-DADE,5044,ACADEMY FOR INTERNATIONAL EDUCATION CHARTER SCHOOL,"111,993","5,203","117,196",95.6%,622,651,0,0,0,
13,MIAMI-DADE,5045,MATER GROVE ACADEMY,"147,690","7,550","155,240",95.1%,821,862,0,0,0,
13,MIAMI-DADE,5046,MATER BRICKELL PREPARATORY ACADEMY,"32,298","1,695","33,993",95.0%,179,189,0,0,0,
13,MIAMI-DADE,5047,MATER ACADEMY MIAMI BEACH,"96,995","4,626","101,621",95.4%,539,565,153,15,168,91.1%
13,MIAMI-DADE,5048,PINECREST ACADEMY (NORTH CAMPUS),"85,314","2,196","87,510",97.5%,474,486,0,0,0,
13,MIAMI-DADE,5049,PINECREST COVE ACADEMY,"164,504","5,834","170,338",96.6%,914,946,0,0,0,
13,MIAMI-DADE,5051,ERNEST R. GRAHAM K-8 ACADEMY,"210,313","8,650","218,963",96.0%,"1,168","1,216",0,0,0,
13,MIAMI-DADE,5054,MATER ACADEMY AT MOUNT SINAI,"26,256","1,274","27,530",95.4%,146,153,0,0,0,
13,MIAMI-DADE,5061,DR. CARLOS J. FINLAY ELEMENTARY,"92,649","4,257","96,906",95.6%,515,538,0,0,0,
13,MIAMI-DADE,5062,SOMERSET ACADEMY BAY,"47,834","1,698","49,532",96.6%,266,275,0,0,0,
13,MIAMI-DADE,5081,DR. FREDERICA S. WILSON/SKYWAY ELEMENTARY SCHOOL,"37,197","1,973","39,170",95.0%,207,218,0,0,0,
13,MIAMI-DADE,5091,SOUTH POINTE ELEMENTARY SCHOOL,"94,220","4,945","99,165",95.0%,523,551,0,0,0,
13,MIAMI-DADE,5101,JOHN I. SMITH K-8 CENTER,"305,328","16,501","321,829",94.9%,"1,696","1,788",0,0,0,
13,MIAMI-DADE,5121,SNAPPER CREEK ELEMENTARY SCHOOL,"75,246","4,051","79,297",94.9%,418,441,0,0,0,
13,MIAMI-DADE,5131,N DADE CENTER FOR MODERN LANGUAGE,"63,239","1,918","65,157",97.1%,351,362,0,0,0,
13,MIAMI-DADE,5141,HUBERT O. SIBLEY K-8 ACADEMY,"122,383","6,390","128,773",95.0%,680,715,0,0,0,
13,MIAMI-DADE,5201,SOUTH HIALEAH ELEMENTARY SCHOOL,"159,943","8,516","168,459",94.9%,889,936,0,0,0,
13,MIAMI-DADE,5241,SOUTH MIAMI K-8 CENTER,"133,354","5,507","138,861",96.0%,741,771,0,0,0,
13,MIAMI-DADE,5281,SOUTH MIAMI HEIGHTS ELEMENTARY,"87,224","4,049","91,273",95.6%,485,507,945,206,"1,151",82.1%
13,MIAMI-DADE,5321,SOUTHSIDE ELEMENTARY SCHOOL,"142,157","7,014","149,171",95.3%,790,829,0,0,0,
13,MIAMI-DADE,5361,SPRINGVIEW ELEMENTARY SCHOOL,"77,382","3,274","80,656",95.9%,430,448,0,0,0,
13,MIAMI-DADE,5381,E.W.F. STIRRUP ELEMENTARY SCHOOL,"163,027","7,181","170,208",95.8%,906,946,"2,497",509,"3,006",83.1%
13,MIAMI-DADE,5384,IMATER ACADEMY,"112,673","7,020","119,693",94.1%,626,665,0,0,0,
13,MIAMI-DADE,5401,SUNSET ELEMENTARY SCHOOL,"206,878","6,197","213,075",97.1%,"1,149","1,184",0,0,0,
13,MIAMI-DADE,5410,ALPHA CHARTER OF EXCELLENCE,"53,723","2,567","56,290",95.4%,298,313,0,0,0,
13,MIAMI-DADE,5421,SUNSET PARK ELEMENTARY SCHOOL,"98,774","5,087","103,861",95.1%,549,577,864,204,"1,068",80.9%
13,MIAMI-DADE,5431,SWEETWATER ELEMENTARY SCHOOL,"100,979","5,449","106,428",94.9%,561,591,0,0,0,
13,MIAMI-DADE,5441,SYLVANIA HEIGHTS ELEMENTARY SCHOOL,"86,712","4,296","91,008",95.3%,482,506,0,0,0,
13,MIAMI-DADE,5481,TREASURE ISLAND ELEMENTARY SCHOOL,"92,709","6,767","99,476",93.2%,515,553,0,0,0,
13,MIAMI-DADE,5521,TROPICAL ELEMENTARY SCHOOL,"72,479","6,271","78,750",92.0%,403,438,0,0,0,
13,MIAMI-DADE,5561,FRANCES S. TUCKER ELEMENTARY SCHOOL,"53,097","3,723","56,820",93.4%,295,316,0,0,0,
13,MIAMI-DADE,5601,TWIN LAKES ELEMENTARY SCHOOL,"72,094","2,437","74,531",96.7%,401,414,0,0,0,
13,MIAMI-DADE,5641,VILLAGE GREEN ELEMENTARY SCHOOL,"47,599","1,804","49,403",96.3%,264,274,0,0,0,
13,MIAMI-DADE,5671,VINELAND K-8 CENTER,"150,031","5,433","155,464",96.5%,834,864,0,0,0,
13,MIAMI-DADE,5711,MAE M. WALTERS ELEMENTARY SCHOOL,"90,264","4,620","94,884",95.1%,501,527,0,0,0,
13,MIAMI-DADE,5791,WEST HOMESTEAD K-8 CENTER,"141,626","9,238","150,864",93.9%,787,838,0,0,0,
13,MIAMI-DADE,5831,HENRY S. WEST LABORATORY SCHOOL,"64,671","1,776","66,447",97.3%,359,369,0,0,0,
13,MIAMI-DADE,5861,DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER,"67,274","3,950","71,224",94.5%,374,396,0,0,0,
13,MIAMI-DADE,5901,CARRIE P. MEEK/WESTVIEW K-8 CENTER,"120,524","7,985","128,509",93.8%,670,714,"3,050",496,"3,546",86.0%
13,MIAMI-DADE,5931,PHYLLIS WHEATLEY ELEMENTARY SCHOOL,"40,590","3,916","44,506",91.2%,226,247,0,0,0,
13,MIAMI-DADE,5951,WHISPERING PINES ELEMENTARY SCHOOL,"94,201","4,550","98,751",95.4%,523,549,0,0,0,
13,MIAMI-DADE,5961,WINSTON PARK K-8 CENTER,"248,775","10,322","259,097",96.0%,"1,382","1,439",0,0,0,
13,MIAMI-DADE,5971,NATHAN B. YOUNG ELEMENTARY SCHOOL,"55,991","5,177","61,168",91.5%,311,340,0,0,0,
13,MIAMI-DADE,5981,DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL,"133,312","9,340","142,652",93.5%,741,793,88,86,174,50.6%
13,MIAMI-DADE,5991,"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL","116,703","7,654","124,357",93.8%,648,691,"2,135",477,"2,612",81.7%
13,MIAMI-DADE,6001,HERBERT A. AMMONS MIDDLE SCHOOL,"185,467","4,963","190,430",97.4%,"1,030","1,058",0,0,0,
13,MIAMI-DADE,6004,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL,"46,521","2,225","48,746",95.4%,258,271,0,0,0,
13,MIAMI-DADE,6006,ARCHIMEDEAN MIDDLE CONSERVATORY,"57,609","1,740","59,349",97.1%,320,330,0,0,0,
13,MIAMI-DADE,6009,MATER EAST ACADEMY MIDDLE SCHOOL,"23,518","1,082","24,600",95.6%,131,137,0,0,0,
13,MIAMI-DADE,6011,GEORGIA JONES AYERS MIDDLE SCHOOL,"71,064","7,033","78,097",91.0%,395,434,"1,182",223,"1,405",84.1%
13,MIAMI-DADE,6012,MATER ACADEMY CHARTER MIDDLE,"226,613","11,495","238,108",95.2%,"1,259","1,323",0,0,0,
13,MIAMI-DADE,6013,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (SOUTH HOMESTEAD),"100,697","4,846","105,543",95.4%,559,586,0,0,0,
13,MIAMI-DADE,6014,IMATER ACADEMY MIDDLE SCHOOL,"139,839","8,668","148,507",94.2%,777,825,0,0,0,
13,MIAMI-DADE,6015,SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOOL,"114,275","8,048","122,323",93.4%,635,680,0,0,0,
13,MIAMI-DADE,6016,SOMERSET VIRTUAL ACADEMY,871,0,871,100.0%,5,5,0,0,0,
13,MIAMI-DADE,6017,INTERNATIONAL STUDIES VIRTUAL,"2,877",0,"2,877",100.0%,16,16,0,0,0,
13,MIAMI-DADE,6018,THE SEED SCHOOL OF MIAMI,"44,239","2,851","47,090",93.9%,246,262,393,7,400,98.3%
13,MIAMI-DADE,6020,ASPIRA RAUL ARNALDO MARTINEZ CHARTER SCHOOL,"67,560","3,108","70,668",95.6%,375,393,0,0,0,
13,MIAMI-DADE,6021,ARVIDA MIDDLE SCHOOL,"249,068","7,892","256,960",96.9%,"1,384","1,428",0,0,0,
13,MIAMI-DADE,6022,PINECREST ACADEMY CHARTER MIDDLE SCHOOL,"89,221","3,252","92,473",96.5%,496,514,0,0,0,
13,MIAMI-DADE,6023,ANDOVER MIDDLE SCHOOL,"85,197","4,036","89,233",95.5%,473,496,0,0,0,
13,MIAMI-DADE,6024,SPORTS LEADERSHIP AND MANAGEMENT (SLAM) MIDDLE SCHOOL - NORTH CAMPUS,"44,804","3,026","47,830",93.7%,249,266,0,0,0,
13,MIAMI-DADE,6028,RENAISSANCE MIDDLE CHARTER SCHOOL,"76,097","4,183","80,280",94.8%,423,446,0,0,0,
13,MIAMI-DADE,6030,DORAL ACADEMY CHARTER MIDDLE SCHOOL,"252,217","8,979","261,196",96.6%,"1,401","1,451",0,0,0,
13,MIAMI-DADE,6031,BROWNSVILLE MIDDLE SCHOOL,"64,532","6,594","71,126",90.7%,359,395,"1,600",351,"1,951",82.0%
13,MIAMI-DADE,6032,MATER ACADEMY BAY MIDDLE SCHOOL,"36,587","1,392","37,979",96.3%,203,211,0,0,0,
13,MIAMI-DADE,6033,MATER ACADEMY LAKES MIDDLE SCHOOL,"146,778","6,617","153,395",95.7%,815,852,0,0,0,
13,MIAMI-DADE,6034,BEACON COLLEGE PREP  MIDDLE SCHOOL,"30,194","2,164","32,358",93.3%,168,180,0,0,0,
13,MIAMI-DADE,6040,DOCTORS CHARTER SCHOOL OF MIAMI SHORES,"101,062","3,072","104,134",97.0%,561,579,0,0,0,
13,MIAMI-DADE,6041,PAUL W. BELL MIDDLE SCHOOL,"74,135","4,563","78,698",94.2%,412,437,0,0,0,
13,MIAMI-DADE,6042,MATER GARDENS ACADEMY MIDDLE SCHOOL,"32,153","1,220","33,373",96.3%,179,185,0,0,0,
13,MIAMI-DADE,6045,INTERNATIONAL STUDIES CHARTER MIDDLE SCHOOL,"56,351","1,556","57,907",97.3%,313,322,0,0,0,
13,MIAMI-DADE,6047,MATER INTERNATIONAL PREPARATORY,"28,067","1,156","29,223",96.0%,156,162,0,0,0,
13,MIAMI-DADE,6048,MIAMI COMMUNITY CHARTER MIDDLE SCHOOL,"50,259","2,482","52,741",95.3%,279,293,0,0,0,
13,MIAMI-DADE,6051,CAROL CITY MIDDLE SCHOOL,"60,095","4,341","64,436",93.3%,334,358,0,0,0,
13,MIAMI-DADE,6052,MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER,"270,544","9,929","280,473",96.5%,"1,503","1,558",0,0,0,
13,MIAMI-DADE,6053,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS,"34,734","1,082","35,816",97.0%,193,199,0,0,0,
13,MIAMI-DADE,6057,PHOENIX ACADEMY OF EXCELLENCE NORTH,"6,190","1,052","7,242",85.5%,34,40,0,0,0,
13,MIAMI-DADE,6060,ASPIRA LEADERSHIP AND COLLEGE PREPARATORY ACADEMY,"59,963","2,531","62,494",96.0%,333,347,0,0,0,
13,MIAMI-DADE,6070,ASPIRA ARTS DECO CHARTER,"75,427","5,828","81,255",92.8%,419,451,0,0,0,
13,MIAMI-DADE,6071,GEORGE WASHINGTON CARVER MIDDLE SCHOOL,"176,776","3,551","180,327",98.0%,982,"1,002",0,0,0,
13,MIAMI-DADE,6081,CUTLER BAY SENIOR HIGH SCHOOL,"79,650","2,954","82,604",96.4%,443,459,0,0,0,
13,MIAMI-DADE,6082,ACADEMIR CHARTER SCHOOL MIDDLE,"60,287","3,342","63,629",94.7%,335,353,0,0,0,
13,MIAMI-DADE,6083,JUST ARTS AND MANAGEMENT CHARTER MIDDLE SCHOOL,"39,977","1,164","41,141",97.2%,222,229,0,0,0,
13,MIAMI-DADE,6091,CITRUS GROVE MIDDLE SCHOOL,"121,632","11,008","132,640",91.7%,676,737,0,0,0,
13,MIAMI-DADE,6111,CUTLER BAY MIDDLE,"141,845","10,687","152,532",93.0%,788,847,"3,908","2,231","6,139",63.7%
13,MIAMI-DADE,6121,RUBEN DARIO MIDDLE SCHOOL,"100,788","5,319","106,107",95.0%,560,589,0,0,0,
13,MIAMI-DADE,6128,SOMERSET ACADEMY BAY MIDDLE SCHOOL,"15,698",588,"16,286",96.4%,87,90,0,0,0,
13,MIAMI-DADE,6161,LAWTON CHILES MIDDLE SCHOOL,"137,616","6,739","144,355",95.3%,765,802,0,0,0,
13,MIAMI-DADE,6171,HENRY H. FILER MIDDLE SCHOOL,"105,284","6,216","111,500",94.4%,585,619,0,0,0,
13,MIAMI-DADE,6211,GLADES MIDDLE SCHOOL,"141,623","6,467","148,090",95.6%,787,823,0,0,0,
13,MIAMI-DADE,6221,HAMMOCKS MIDDLE SCHOOL,"119,388","6,011","125,399",95.2%,663,697,0,0,0,
13,MIAMI-DADE,6231,HIALEAH MIDDLE SCHOOL,"154,159","9,486","163,645",94.2%,856,909,"2,658",169,"2,827",94.0%
13,MIAMI-DADE,6241,HIGHLAND OAKS MIDDLE SCHOOL,"168,326","11,011","179,337",93.9%,935,996,0,0,0,
13,MIAMI-DADE,6251,HOMESTEAD MIDDLE SCHOOL,"104,586","10,466","115,052",90.9%,581,639,0,0,0,
13,MIAMI-DADE,6281,THOMAS JEFFERSON MIDDLE SCHOOL,"55,729","3,608","59,337",93.9%,310,330,"2,432",569,"3,001",81.0%
13,MIAMI-DADE,6301,JOHN F. KENNEDY MIDDLE SCHOOL,"178,136","5,943","184,079",96.8%,990,"1,023",0,0,0,
13,MIAMI-DADE,6331,KINLOCH PARK MIDDLE SCHOOL,"120,091","8,199","128,290",93.6%,667,713,0,0,0,
13,MIAMI-DADE,6351,LAKE STEVENS MIDDLE SCHOOL,"89,860","6,719","96,579",93.0%,499,537,0,0,0,
13,MIAMI-DADE,6361,JOSE DE DIEGO MIDDLE SCHOOL,"140,751","13,791","154,542",91.1%,782,859,80,63,143,55.9%
13,MIAMI-DADE,6391,MADISON MIDDLE SCHOOL,"71,034","6,666","77,700",91.4%,395,432,"3,978",835,"4,813",82.7%
13,MIAMI-DADE,6411,HORACE MANN MIDDLE SCHOOL,"99,138","9,048","108,186",91.6%,551,601,0,0,0,
13,MIAMI-DADE,6441,HOWARD D. MCMILLAN MIDDLE SCHOOL,"175,053","8,104","183,157",95.6%,973,"1,018",0,0,0,
13,MIAMI-DADE,6501,MIAMI LAKES MIDDLE SCHOOL,"224,379","11,432","235,811",95.2%,"1,247","1,310",0,0,0,
13,MIAMI-DADE,6521,MIAMI SPRINGS MIDDLE SCHOOL,"138,110","11,053","149,163",92.6%,767,829,0,0,0,
13,MIAMI-DADE,6541,NAUTILUS MIDDLE SCHOOL,"178,031","12,308","190,339",93.5%,989,"1,057",0,0,0,
13,MIAMI-DADE,6571,NORLAND MIDDLE SCHOOL,"147,863","9,158","157,021",94.2%,821,872,0,0,0,
13,MIAMI-DADE,6591,NORTH DADE MIDDLE SCHOOL,"79,972","7,678","87,650",91.2%,444,487,"2,718",422,"3,140",86.6%
13,MIAMI-DADE,6611,COUNTRY CLUB MIDDLE SCHOOL,"114,126","7,863","121,989",93.6%,634,678,"2,836",244,"3,080",92.1%
13,MIAMI-DADE,6631,NORTH MIAMI MIDDLE SCHOOL,"155,926","9,486","165,412",94.3%,866,919,0,0,0,
13,MIAMI-DADE,6681,PALM SPRINGS MIDDLE SCHOOL,"155,521","12,134","167,655",92.8%,864,931,"1,346",382,"1,728",77.9%
13,MIAMI-DADE,6701,PALMETTO MIDDLE SCHOOL,"175,838","8,781","184,619",95.2%,977,"1,026",0,0,0,
13,MIAMI-DADE,6741,PONCE DE LEON MIDDLE SCHOOL,"208,278","12,004","220,282",94.6%,"1,157","1,224","3,361",179,"3,540",94.9%
13,MIAMI-DADE,6751,HIALEAH GARDENS MIDDLE SCHOOL,"293,447","8,555","302,002",97.2%,"1,630","1,678",0,0,0,
13,MIAMI-DADE,6761,REDLAND MIDDLE SCHOOL,"83,531","7,297","90,828",92.0%,464,505,0,0,0,
13,MIAMI-DADE,6771,JORGE MAS CANOSA MIDDLE SCHOOL,"294,110","17,071","311,181",94.5%,"1,634","1,729",0,0,0,
13,MIAMI-DADE,6781,RICHMOND HEIGHTS MIDDLE SCHOOL,"77,287","5,076","82,363",93.8%,429,458,0,0,0,
13,MIAMI-DADE,6801,RIVIERA MIDDLE SCHOOL,"85,188","4,637","89,825",94.8%,473,499,"4,019",532,"4,551",88.3%
13,MIAMI-DADE,6821,ROCKWAY MIDDLE SCHOOL,"198,428","10,226","208,654",95.1%,"1,102","1,159",0,0,0,
13,MIAMI-DADE,6841,SHENANDOAH MIDDLE SCHOOL,"223,935","12,050","235,985",94.9%,"1,244","1,311",0,0,0,
13,MIAMI-DADE,6861,SOUTHWOOD MIDDLE SCHOOL,"224,324","11,227","235,551",95.2%,"1,246","1,309",0,0,0,
13,MIAMI-DADE,6881,SOUTH MIAMI MIDDLE SCHOOL,"150,976","5,974","156,950",96.2%,839,872,0,0,0,
13,MIAMI-DADE,6901,W. R. THOMAS MIDDLE SCHOOL,"181,040","9,794","190,834",94.9%,"1,006","1,060",0,0,0,
13,MIAMI-DADE,6921,LAMAR LOUISE CURRY MIDDLE SCHOOL,"205,915","9,329","215,244",95.7%,"1,144","1,196",0,0,0,
13,MIAMI-DADE,6961,WEST MIAMI MIDDLE SCHOOL,"114,440","6,831","121,271",94.4%,636,674,"3,869",370,"4,239",91.3%
13,MIAMI-DADE,6997,MATER VIRTUAL ACADEMY CHARTER MIDDLE/HIGH SCHOOL,"5,757",0,"5,757",100.0%,32,32,0,0,0,
13,MIAMI-DADE,7001,MIAMI-DADE ONLINE ACADEMY- VIRTUAL INSTRUCTION PROGRAM,"44,188",262,"44,450",99.4%,245,247,0,0,0,
13,MIAMI-DADE,7005,ITECH@THOMAS A EDISON EDUCATIONAL CENTER,"33,527","1,701","35,228",95.2%,186,196,0,0,0,
13,MIAMI-DADE,7007,INTERNATIONAL STUDIES CHARTER HIGH SCHOOL,"68,066","3,175","71,241",95.5%,378,396,0,0,0,
13,MIAMI-DADE,7008,BIOTECH@RICHMOND HEIGHTS 9-12 HIGH SCHOOL,"68,203","3,249","71,452",95.5%,379,397,0,0,0,
13,MIAMI-DADE,7009,DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY,"67,165","3,741","70,906",94.7%,373,394,0,0,0,
13,MIAMI-DADE,7011,AMERICAN SENIOR HIGH SCHOOL,"327,211","29,643","356,854",91.7%,"1,818","1,983",3,0,3,100.0%
13,MIAMI-DADE,7014,MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY,"54,998","4,288","59,286",92.8%,306,329,0,0,0,
13,MIAMI-DADE,7015,STELLAR LEADERSHIP ACADEMY,"42,882","13,466","56,348",76.1%,238,313,0,0,0,
13,MIAMI-DADE,7016,SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL,"115,166","9,293","124,459",92.5%,640,691,0,0,0,
13,MIAMI-DADE,7018,MATER ACADEMY LAKES HIGH SCHOOL,"212,192","15,366","227,558",93.2%,"1,179","1,264",0,0,0,
13,MIAMI-DADE,7020,DORAL ACADEMY CHARTER HIGH SCHOOL,"305,316","16,348","321,664",94.9%,"1,696","1,787",0,0,0,
13,MIAMI-DADE,7021,CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSOCIATE SCHOOL,"54,162","1,705","55,867",96.9%,301,310,0,0,0,
13,MIAMI-DADE,7027,PINECREST GLADES PREPARATORY ACADEMY MIDDLE HIGH SCHOOL,"86,539","3,813","90,352",95.8%,481,502,0,0,0,
13,MIAMI-DADE,7029,TERRA ENVIRONMENTAL RESEARCH INSTITUTE,"318,277","11,868","330,145",96.4%,"1,768","1,834",0,0,0,
13,MIAMI-DADE,7031,MAST@FIU,"62,950","3,158","66,108",95.2%,350,367,0,0,0,
13,MIAMI-DADE,7032,PALM GLADES PREPARATORY ACADEMY HIGH SCHOOL,"63,800","5,623","69,423",91.9%,354,386,0,0,0,
13,MIAMI-DADE,7033,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL,"66,898","3,239","70,137",95.4%,372,390,0,0,0,
13,MIAMI-DADE,7034,SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD),"67,393","4,977","72,370",93.1%,374,402,0,0,0,
13,MIAMI-DADE,7037,MATER ACADEMY EAST CHARTER HIGH SCHOOL,"33,288","3,017","36,305",91.7%,185,202,0,0,0,
13,MIAMI-DADE,7041,SCHOOL FOR ADVANCED STUDIES-WOLFSON,"21,847",742,"22,589",96.7%,121,125,0,0,0,
13,MIAMI-DADE,7042,SOMERSET ACADEMY CHARTER HIGH SCHOOL,"91,895","5,213","97,108",94.6%,511,539,0,0,0,
13,MIAMI-DADE,7043,ARTS ACADEMY OF EXCELLENCE,"7,766","1,000","8,766",88.6%,43,49,0,0,0,
13,MIAMI-DADE,7044,DOWNTOWN DORAL CHARTER UPPER SCHOOL,"17,508",428,"17,936",97.6%,97,100,0,0,0,
13,MIAMI-DADE,7048,ALONZO & TRACY MOURNING SENIOR HIGH SCHOOL,"285,337","21,367","306,704",93.0%,"1,585","1,704",0,0,0,
13,MIAMI-DADE,7049,WESTLAND HIALEAH SENIOR HIGH SCHOOL,"255,227","29,578","284,805",89.6%,"1,418","1,582",0,0,0,
13,MIAMI-DADE,7050,KEYS GATE CHARTER HIGH SCHOOL,"132,220","15,796","148,016",89.3%,735,822,0,0,0,
13,MIAMI-DADE,7051,G. HOLMES BRADDOCK SENIOR HIGH,"505,011","50,389","555,400",90.9%,"2,806","3,086",0,0,0,
13,MIAMI-DADE,7053,PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,"83,269","4,348","87,617",95.0%,463,487,0,0,0,
13,MIAMI-DADE,7055,YOUNG WOMENS PREPARATORY ACADEMY,"68,001","2,752","70,753",96.1%,378,393,0,0,0,
13,MIAMI-DADE,7056,YOUNG MEN'S PREPARATORY ACADEMY,"36,488","1,929","38,417",95.0%,203,213,0,0,0,
